mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,6
-0.2977566406616337,6.503513769305105,0.0513729524738536,0.0268595680670674,6.519248830632558,40.2265402408104,45.853222571920185,0.7626283657455939,1.7540117621497997,4.929813479959865,42.73793724583993,2.0803443490175644,36826.452048193125,20.328125,25.717021765721704,6
-0.1795698669023345,7.472104150688001,-0.0149490916421522,0.0271921877171,7.480285732487542,46.49865874054183,60.36576905942787,0.6884680810897077,1.9416351857348475,4.776246794700024,59.782147332685966,1.9973642638130504,52415.20677638608,14.5625,21.64597895113284,6
-0.0976448671776857,8.224527555780588,0.0030636615852062,-0.0957774683736189,8.232999901906572,49.7634707130057,74.68010009395562,0.6577635896318199,2.0492278447696384,4.541917835756949,77.09278950551372,1.9686527136429517,58630.17967450729,13.609375,20.29097689904885,6
-0.0019753914702256,6.547863621843584,-0.0185799740975147,-0.139119863827069,6.556706131901631,39.938889745512625,46.48958608945306,0.7070353736873196,1.891128585598648,4.945057086310938,44.62168814539948,2.0288904902636307,37684.43006864985,15.421875,22.972346050645783,6
0.1652519641284626,5.939827092827359,-0.050415188295461,-0.0541809849764036,5.949566318360719,36.91110788080113,37.7827569127349,0.7220630597594441,1.844277010057339,4.9442843118885484,38.855685276686216,1.985167271235184,32865.548096291095,14.828125,22.59192978638793,6
0.2495462100650805,5.685172293841108,-0.0989779253725166,-0.0892547102093619,5.701238307970885,35.39652599360588,34.73992074815108,0.7180968535374783,1.8549706089357436,4.985805604365397,35.27650422487933,1.9460383592439563,30678.800138934577,13.875,21.819873899841877,6
-0.5320759564369996,6.907984890813023,-0.0456937956708535,-0.0353362939217175,6.937591691022411,43.23724802370833,49.82594728410418,0.7501731361954699,1.7690976511863357,4.798073836806637,49.14094860241997,1.9805089940068277,41378.94683495222,15.09375,23.686306373007007,6
-0.1276734631485569,7.055964166390544,-0.1055340229981517,0.0186632159464875,7.065477240515358,44.11297485549979,52.13085041166895,0.7223402583807654,1.8153078990749016,4.886121190560294,51.389709508770345,1.99817676167582,42421.35075237027,13.78125,22.696407806499632,6
-0.1915423730050537,6.7806524984416185,-0.0336071886695605,0.1556687581960623,6.796197976836463,44.03607520854183,48.677155368686094,0.7064105094175486,1.8665914254330067,4.730442425870999,50.4499931341587,1.8781739730350648,42908.64548500221,12.0,21.14959745567555,6
-0.1156292390638066,5.89877437236032,0.0032879172521317,0.1194792160479898,5.908693769945582,36.83372862258569,37.54285407766599,0.6138903422713538,2.0927715111969754,4.886710153339545,38.8444013936609,1.8556084875050531,31694.993062766625,9.078125,16.931382616114547,6
