mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency,7
0.15319621676545844,8.175278165716298,-0.020231505464562597,0.09275724151321368,8.186886341378486,45.058092581785495,71.14899403098345,0.7119503516609033,1.7952921926011,5.3224614686636915,70.01766301464323,1.9619385149455149,20961.728638897155,20.015625,24.664173461151083,448.2455698386129,8.46875,7
0.6581793958374567,7.360944997812413,-0.022822049483672082,0.08427745072769334,7.393400355498492,42.042959622125,58.18822260438726,0.7792221052437965,1.623315873611755,5.272334914362996,60.47302000391069,1.962031214232895,17930.40229292491,24.75,27.283883533169902,445.5431751585863,11.875,7
0.4979859958383011,8.410622187346227,0.18484312976046344,0.004132640782979979,8.434926385206722,46.834042114358944,74.64897466002076,0.7646451296668082,1.710174852655777,5.248231313742796,66.84114983605556,1.729192550508686,30875.8704299763,19.84375,25.508991142192627,509.2150164039584,3.90625,7
0.15409879736533738,9.557917823796986,-0.10965737471943308,0.14964286786061248,9.564896205191943,55.66106999915728,96.36753413954943,0.7778338604929652,1.6840707945798856,4.962809087468732,114.15325144825754,1.997669347567585,29139.16272641982,12.640625,21.984114634295338,570.2630077813112,4.203125,7
0.5273392548778104,12.559579728514626,0.39085061848013747,1.4449981511756977,12.57877808063096,81.34988888157694,159.91309854200497,1.087419358478059,1.2299796188497352,5.316832130815006,102.62983041206108,2.0384355458005374,45035.35842198209,27.15625,31.668101965916048,583.945188926276,40.15625,7
0.48706958171940984,7.15834742296564,-0.16401549238364252,0.0593188800576805,7.179011116034366,40.52282156768521,56.85212413812099,0.6038750355880629,2.12799411436445,4.705782564661442,63.672282596207765,1.6895443123030827,19831.45165861599,9.84375,17.205993253682486,398.17480801342384,3.453125,7
-0.4737944600119449,7.047671116756039,0.15932940101517412,-0.1681546366182583,7.077268870020031,37.639653542789674,54.436741830482774,0.5835953282470323,2.215934613864713,4.994251803262181,49.5497828217016,1.5675936730423266,19954.741651040815,11.609375,19.55796347892116,439.3326392121522,4.46875,7
0.4031554365505573,6.940521323885075,-0.14433565508614268,-0.18752888151108174,6.957292006128775,36.14342412703997,53.32196187486861,0.6291680595271958,2.0575972258006225,4.954327000207228,53.59869658053143,1.7819937835820256,15672.915304443828,13.109375,18.792740152656513,383.4667101362472,4.25,7
-0.893874966272498,7.090014245644254,0.05841198348129759,-0.0024636142094870417,7.1579744277218795,38.30118136107844,58.89656372270617,0.6344809381969253,2.19313198715278,4.673325883439322,73.96444151060346,1.7588577612681267,16652.180651764735,12.5,18.604004878462348,373.5399235449363,5.96875,7
0.10391375645129694,6.547374965917785,0.21257806096770493,0.1515613658802134,6.557983524114632,36.87777208204949,46.70111616733848,0.6582074015786753,2.020586670011466,5.033229288628007,41.97505811551412,1.7041478220312785,17403.572633985845,15.125,22.094934520766724,429.68825887033205,7.0625,7
-0.7420736826514326,8.748968439222503,0.1788332633958066,0.01881991993122071,8.789572673235307,48.25478845499945,84.424236191322,0.563080051250271,2.323348989632636,4.695492949276995,75.49061227794455,1.791014168436417,26134.636114958274,10.34375,16.64090354180399,360.9206860703523,3.71875,7
-0.0852714112350816,8.86424096374237,-0.029649763988612927,-0.17196933876514625,8.871222089292392,46.7411994737382,86.92299526025866,0.5746836652392235,2.369811281207649,4.985401335462086,69.09264335111551,1.6853954786994003,28875.4231670702,13.890625,19.702212578303502,406.3329721697091,6.0,7
0.010695924104360172,6.956713455002546,0.1447811750793398,0.014253440754090532,6.976267369059742,37.52857418635594,52.518492712990785,0.6422746440407072,2.078908386517373,5.200444782655963,51.097894677615315,1.8093814152917533,17191.066105809106,16.4375,21.579034295478863,402.52408551943796,7.265625,7
0.9120522700702907,7.8901265948601145,0.16083196221241083,0.1375429389701763,7.950110889965338,42.37798144835567,72.27033298373313,0.5614593848141511,2.2981759134512187,4.651096573531941,64.11645218174768,1.7587157487163494,25006.487356225305,9.265625,16.340592813215018,378.34757429489605,2.453125,7
-0.26287068949859016,8.386315219499691,0.05095537892660493,-0.14860975430150225,8.392397540517019,44.17151590100493,78.1015105686828,0.5473526200761822,2.2914732221229768,4.81621380059068,72.71830281601562,1.6701670035065932,28837.52281545314,12.34375,17.27383125446543,335.4919657764283,5.90625,7
-0.16753743091786835,9.142892294981953,0.1111725089448488,0.3458993008152945,9.150445622091269,52.00170435276967,87.44227183409274,0.6214351050618245,2.0910623150243586,4.753638686004932,63.85851661665591,1.910287972096492,25483.214683486196,9.78125,16.307845414532558,338.89088140961906,6.3125,7
0.5601958375359911,7.040069154912601,-0.13642812159991946,0.0020868311736862363,7.076432569203323,38.05960197231374,55.702590923814874,0.5765194793405299,2.2266171266690877,4.886089436250386,54.404779614216146,1.7594346265539873,19458.307358717826,14.03125,19.246628941136276,347.87096543883956,7.34375,7
0.5745304062055037,8.52880341068085,0.3016688556285628,1.020483205038089,8.552862761866232,52.16500871912647,78.25049642987638,0.5312174223482903,2.4268269910878604,5.079928838052441,52.08638498800996,1.6126756620232485,23315.780546891106,14.78125,20.96704585438756,420.6377887184881,5.96875,7
-0.06367284211493128,6.152678318216233,0.28521732342900447,0.11687992950931259,6.165000343061632,34.04651564922782,40.56468265071925,0.5967545235022357,2.14729598115365,4.936574866113289,40.72674194158778,1.8364556149750197,13146.117102453096,12.28125,19.042106487581464,407.01462428796117,6.578125,7
0.17042145796694874,6.910268999915317,0.13038264342367695,0.012347400345724013,6.918769226882555,38.45162417101171,52.35057208716049,0.57779509299721,2.1834485631407965,4.849660909384527,51.175209302660974,1.8284297428490304,16524.285528489418,11.484375,17.53674844026445,342.4384613688672,6.828125,7
0.1447645942346664,7.208673732278287,0.08978571444694848,-0.09984203120801849,7.213142819008239,38.16118593480061,61.49422109641588,0.5641093454532867,2.1849713829750157,4.60589597720095,67.43570664039785,1.8646393223123505,22254.798929226232,12.109375,17.883702602942257,342.5639736798324,7.296875,7
-0.4077722353629701,6.285549130839015,-0.13144178323284528,0.10122450835502524,6.30931578738064,35.04184723278091,44.52138504500197,0.6244945137144763,2.0797362089185176,4.964922375462465,40.33279677142079,1.5150730212152297,21397.718099809677,13.609375,19.797457206313382,399.9326754040581,6.4375,7
-0.17752996151796957,5.839893194721559,-0.059413814705328166,0.014755750291891606,5.847371563785137,32.10234973703754,38.43013103464542,0.6718935136920121,1.8682320879478673,5.024318392062325,46.390349579297954,1.9888560113812899,11404.8389956664,15.90625,20.381509922986215,363.31564024035566,10.171875,7
